pmid,source
17195076,GlyTouCan_glycan
17196528,UniProtKB
1720922,GlyTouCan_glycan
17215869,UniProtKB
17222411,UniProtKB
1723642,GlyTouCan_glycan
1724444,GlyTouCan_glycan
17253960,GlyTouCan_glycan
17255936,UniProtKB
1726670,GlyTouCan_glycan
1726779,GlyTouCan_glycan
1727929,GlyTouCan_glycan
17286803,UniProtKB
17293352,UniCarbKB
17293352,UniCarbKB_glycan
1730617,GlyTouCan_glycan
17310251,UniProtKB
1731338,UniProtKB
17316025,GlyTouCan_glycan
1732113,GlyTouCan_glycan
17330941,UniProtKB
17331201,UniProtKB
1735443,GlyTouCan_glycan
17355286,UniProtKB
17360426,UniProtKB
1736686,GlyTouCan_glycan
1737041,UniProtKB
17372356,UniProtKB
17395588,UniProtKB
17395589,UniProtKB
17400922,UniProtKB
1740433,UniProtKB
17457671,GlyTouCan_glycan
17467335,GlyTouCan_glycan
17485527,GlyTouCan_glycan
17488724,UniProtKB
17502376,UniProtKB
17503783,UniProtKB
17522109,GlyTouCan_glycan
17525160,UniProtKB
17534424,UniProtKB
17537433,GlyTouCan_glycan
17542669,UniProtKB
17548821,UniProtKB
17558413,UniProtKB
17567119,UniProtKB
17569869,UniProtKB
17576745,UniProtKB
17581592,UniProtKB
17591618,UniProtKB
17607374,GlyTouCan_glycan
17614963,UniProtKB
17616966,GlyTouCan_glycan
17643119,UniProtKB
17650508,UniProtKB
17652170,UniProtKB
17652409,GlyTouCan_glycan
17662946,UniProtKB
17669383,GlyTouCan_glycan
17674202,GlyTouCan_glycan
17684013,UniProtKB
17693575,GlyTouCan_glycan
17694322,GlyTouCan_glycan
17703189,UniProtKB
17704566,UniProtKB
17708590,GlyTouCan_glycan
17711303,UniProtKB
17715132,UniProtKB
1773918,GlyTouCan_glycan
17768338,UniProtKB
17803912,UniProtKB
17823742,GlyTouCan_glycan
17855742,GlyTouCan_glycan
17881000,UniProtKB
17889651,UniProtKB
17892882,GlyTouCan_glycan
17924658,UniProtKB
17925379,UniProtKB
17954916,UniProtKB
17956937,UniCarbKB
17956937,UniCarbKB_glycan
17960739,UniProtKB
17980170,UniProtKB
17989695,UniProtKB
18036614,UniProtKB
18042673,UniProtKB
18045869,GlyTouCan_glycan
18061361,UniProtKB
18065761,UniProtKB
18077410,UniProtKB
18084303,UniProtKB
18093521,UniProtKB
18093522,UniProtKB
18184719,GlyTouCan_glycan
1820200,UniCarbKB
1820200,UniCarbKB_glycan
18203274,UniProtKB
18214858,UniCarbKB
18214858,UniCarbKB_glycan
18227435,UniProtKB
18234225,UniProtKB
18247575,GlyTouCan_glycan
18250328,UniProtKB
18279843,GlyTouCan_glycan
1828263,GlyTouCan_glycan
18282768,GlyTouCan_glycan
18301385,GlyTouCan_glycan
18308854,UniProtKB
18313038,GlyTouCan_glycan
18313039,GlyTouCan_glycan
18316376,GlyTouCan_glycan
18340083,UniProtKB
18420026,UniProtKB
18420935,UniProtKB
18422615,GlyTouCan_glycan
18467335,UniProtKB
18474217,GlyTouCan_glycan
1847560,GlyTouCan_glycan
18488039,UniProtKB
18490449,UniProtKB
18491227,UniProtKB
18508581,UniProtKB
1850914,GlyTouCan_glycan
18515358,GlyTouCan_glycan
1851822,GlyTouCan_glycan
18533687,UniProtKB
18536718,UniProtKB
18547526,UniProtKB
18559974,UniProtKB
18561742,GlyTouCan_glycan
18585350,UniProtKB
18596036,UniProtKB
1860732,GlyTouCan_glycan
18642129,UniCarbKB
18642129,UniCarbKB_glycan
1864848,GlyTouCan_glycan
18648644,GlyTouCan_glycan
18657508,UniProtKB
18662810,GlyTouCan_glycan
18667431,GlyTouCan_glycan
18676855,UniProtKB
18678667,GlyTouCan_glycan
18690650,GlyTouCan_glycan
18691975,UniProtKB
18692472,UniProtKB
18695242,UniProtKB
18697946,UniProtKB
18702514,UniProtKB
18703501,UniProtKB
18715980,UniProtKB
18729387,UniCarbKB
18729387,UniCarbKB_glycan
1873810,GlyTouCan_glycan
18768470,UniProtKB
18768590,UniProtKB
18775332,UniProtKB
18775496,UniProtKB
18780401,UniProtKB
18787108,UniProtKB
18794910,UniProtKB
18795891,UniProtKB
18798567,GlyTouCan_glycan
18815274,UniProtKB
18824562,GlyTouCan_glycan
1883960,UniProtKB
1884198,GlyTouCan_glycan
1885588,UniProtKB
18925876,GlyTouCan_glycan
18929574,UniProtKB
18930737,UniProtKB
18952059,UniProtKB
18954144,GlyTouCan_glycan
18975951,UniProtKB
1898343,UniCarbKB
1898343,UniCarbKB_glycan
1898736,UniProtKB
1899031,UniCarbKB
1899031,UniCarbKB_glycan
1900431,UniProtKB
1901592,GlyTouCan_glycan
19017259,UniProtKB
19017797,UniProtKB
19021580,GlyTouCan_glycan
19038966,UniProtKB
19038967,UniProtKB
1904059,UniCarbKB
1904059,UniCarbKB_glycan
1904059,UniProtKB
19053759,UniProtKB
1908233,UniProtKB
19088065,UniCarbKB
19088065,UniCarbKB_glycan
19119025,UniProtKB
19122660,UniProtKB
19136951,UniProtKB
19139490,UniProtKB
19141282,UniProtKB
19153605,UniProtKB
19159218,GlyTouCan_glycan
19159218,UniProtKB
19162326,GlyTouCan_glycan
19167329,UniProtKB
19176480,UniProtKB
1918047,GlyTouCan_glycan
19196183,UniProtKB
19237744,UniProtKB
19252480,UniProtKB
19261632,GlyTouCan_glycan
19276170,UniProtKB
19285951,UniProtKB
19299620,UniProtKB
19301871,UniProtKB
1931612,GlyTouCan_glycan
19329486,UniProtKB
19343721,UniCarbKB
19343721,UniCarbKB_glycan
19349973,UniProtKB
19358553,UniProtKB
19368529,UniProtKB
19379732,UniProtKB
19383836,UniProtKB
19436292,GlyTouCan_glycan
19458039,GlyTouCan_glycan
19473117,GlyTouCan_glycan
19478079,UniProtKB
19478429,UniProtKB
19496993,GlyTouCan_glycan
19506079,GlyTouCan_glycan
19506079,UniProtKB
19508227,UniProtKB
19520913,UniProtKB
19528533,UniProtKB
19528665,GlyTouCan_glycan
1955453,GlyTouCan_glycan
19557428,UniProtKB
19561611,UniProtKB
19563754,UniProtKB
19571171,UniProtKB
19574954,UniProtKB
19609959,GlyTouCan_glycan
19651138,UniProtKB
19654028,UniProtKB
19656770,UniProtKB
19664639,UniProtKB
19671700,UniProtKB
19674101,GlyTouCan_glycan
19678840,UniProtKB
19683538,UniProtKB
19692335,UniProtKB
19725875,UniProtKB
1972718,GlyTouCan_glycan
19737401,UniProtKB
19764817,UniProtKB
19805286,UniProtKB
19815850,GlyTouCan_glycan
19836338,UniProtKB
19838169,UniProtKB
19838198,UniProtKB
19855092,UniProtKB
19863951,GlyTouCan_glycan
19864504,UniCarbKB
19864504,UniCarbKB_glycan
19879838,UniProtKB
19880749,UniProtKB
19882123,GlyTouCan_glycan
1988363,GlyTouCan_glycan
19910922,UniProtKB
1991473,UniCarbKB
1991473,UniCarbKB_glycan
19931471,UniProtKB
1993171,UniProtKB
19946266,UniProtKB
19951703,UniProtKB
19952283,UniProtKB
1997178,GlyTouCan_glycan
1997323,UniCarbKB
1997323,UniCarbKB_glycan
1998667,UniProtKB
20006580,UniProtKB
20008117,UniProtKB
2001369,UniProtKB
2001547,GlyTouCan_glycan
2001693,UniCarbKB
2001693,UniCarbKB_glycan
20033057,UniProtKB
20043878,UniProtKB
20044576,UniProtKB
20068230,UniProtKB
2006911,UniProtKB
20103942,GlyTouCan_glycan
2010622,GlyTouCan_glycan
2012601,UniProtKB
2013294,UniProtKB
20133774,UniProtKB
20133942,UniProtKB
20145116,UniProtKB
20147294,UniProtKB
2015821,UniCarbKB
2015821,UniCarbKB_glycan
20188224,UniProtKB
20223216,UniProtKB
2022659,GlyTouCan_glycan
20227685,GlyTouCan_glycan
20237569,UniProtKB
2023947,UniCarbKB
2023947,UniCarbKB_glycan
2023947,UniProtKB
20332087,UniProtKB
2033371,UniCarbKB
2033371,UniCarbKB_glycan
20356844,UniProtKB
20356926,UniProtKB
2040275,UniCarbKB
2040275,UniCarbKB_glycan
2040277,UniCarbKB
2040277,UniCarbKB_glycan
2040278,UniCarbKB
2040278,UniCarbKB_glycan
20406422,UniProtKB
20408548,UniProtKB
20427278,UniProtKB
20427285,UniProtKB
20450227,UniProtKB
20457942,UniProtKB
20463020,UniProtKB
20473317,UniProtKB
20489211,UniProtKB
2049076,UniCarbKB
2049076,UniCarbKB_glycan
2049076,UniProtKB
20505120,UniProtKB
20507882,UniProtKB
20511397,UniProtKB
20534510,UniProtKB
20540760,UniProtKB
20571061,UniProtKB
20581009,UniProtKB
20593269,GlyTouCan_glycan
20595044,UniProtKB
2059624,UniCarbKB
2059624,UniCarbKB_glycan
20622017,UniProtKB
2065054,UniCarbKB
2065054,UniCarbKB_glycan
20684603,UniProtKB
20693656,UniProtKB
20696930,UniProtKB
2071582,UniProtKB
20727575,UniProtKB
20729549,UniProtKB
20739279,UniProtKB
20802483,UniProtKB
20805301,UniProtKB
20810665,UniProtKB
20813955,UniProtKB
20837471,UniProtKB
20837704,UniProtKB
20856818,UniProtKB
208636,UniCarbKB
208636,UniCarbKB_glycan
20877282,UniProtKB
20879038,UniProtKB
20881961,UniProtKB
208994,GlyTouCan_glycan
20934432,UniProtKB
20944746,UniProtKB
20951142,UniProtKB
20954701,GlyTouCan_glycan
20959806,UniProtKB
2097812,GlyTouCan_glycan
21037563,UniProtKB
21047790,UniProtKB
21053369,UniCarbKB_glycan
21053369,UniProtKB
21056543,UniProtKB
21057010,GlyTouCan_glycan
2108149,UniCarbKB_glycan
2110822,UniCarbKB
2110822,UniCarbKB_glycan
2111348,GlyTouCan_glycan
2113054,UniProtKB
21138434,UniProtKB
21148085,UniProtKB
21156796,UniProtKB
2116002,GlyTouCan_glycan
21167756,UniProtKB
21173149,UniProtKB
2118368,GlyTouCan_glycan
2119368,GlyTouCan_glycan
2120471,GlyTouCan_glycan
21205830,UniProtKB
21217642,UniProtKB
21237175,UniProtKB
21240269,UniProtKB
21240271,UniProtKB
21241660,UniProtKB
21244856,UniProtKB
21269602,UniProtKB
2129367,UniProtKB
21300292,UniProtKB
21308849,UniProtKB
21317871,UniProtKB
21317873,UniProtKB
21327254,UniProtKB
2136357,UniCarbKB
2136357,UniCarbKB_glycan
2137200,UniProtKB
21389326,UniProtKB
2139874,GlyTouCan_glycan
21402931,UniProtKB
2140570,GlyTouCan_glycan
2141278,UniProtKB
21422170,UniProtKB
214384,GlyTouCan_glycan
21467029,UniProtKB
21478864,UniProtKB
2148568,UniProtKB
21489986,UniProtKB
21500857,UniProtKB
21525977,UniProtKB
2153431,GlyTouCan_glycan
2153456,GlyTouCan_glycan
21551457,GlyTouCan_glycan
21569239,UniProtKB
21572394,UniProtKB
21573946,UniCarbKB
21573946,UniCarbKB_glycan
2159145,GlyTouCan_glycan
2159366,GlyTouCan_glycan
21606496,UniProtKB
21615908,UniProtKB
21621752,GlyTouCan_glycan
21639859,UniProtKB
21664074,GlyTouCan_glycan
21665197,GlyTouCan_glycan
21669976,UniProtKB
21671571,UniProtKB
2167157,GlyTouCan_glycan
21676880,UniProtKB
21677192,UniProtKB
21689651,UniProtKB
21692750,UniProtKB
21712440,UniProtKB
21733844,UniProtKB
21752865,UniProtKB
21757702,UniProtKB
21757827,UniProtKB
21768335,UniProtKB
21768352,UniProtKB
21791290,UniProtKB
21805521,UniProtKB
21827946,UniProtKB
21841799,GlyTouCan_glycan
21852454,UniCarbKB_glycan
21854986,UniProtKB
2186036,GlyTouCan_glycan
21876145,UniProtKB
21886772,UniProtKB
21908432,UniProtKB
21911364,UniProtKB
21917917,UniProtKB
21932778,UniProtKB
21949356,UniProtKB
21959264,UniProtKB
21965667,UniProtKB
21980294,UniProtKB
21983541,UniProtKB
21987822,UniProtKB
21999536,GlyTouCan_glycan
21999548,GlyTouCan_glycan
22000856,UniProtKB
22020283,UniProtKB
22023369,UniProtKB
22040171,UniProtKB
22041449,UniProtKB
22052913,UniProtKB
22106953,UniProtKB
2211651,GlyTouCan_glycan
2211657,UniProtKB
2212003,GlyTouCan_glycan
22121020,UniProtKB
22128166,UniProtKB
2215480,UniProtKB
22159084,UniProtKB
22160680,UniProtKB
22171320,UniCarbKB
22171320,UniProtKB
22173220,UniProtKB
22187327,UniProtKB
22226965,UniProtKB
22235133,UniProtKB
22237023,UniProtKB
22267737,UniProtKB
2226797,UniCarbKB
2226797,UniCarbKB_glycan
2226832,UniProtKB
22285761,UniProtKB
22333914,UniProtKB
22344443,UniProtKB
22351761,UniProtKB
22363519,UniProtKB
22387313,UniProtKB
22399287,UniProtKB
22412906,UniProtKB
2243102,UniProtKB
22448645,UniProtKB
22451694,UniProtKB
22483115,UniProtKB
22511793,UniProtKB
22547800,UniProtKB
22556278,UniProtKB
22576872,UniProtKB
22579623,UniProtKB
22588082,UniProtKB
22601780,UniProtKB
22613618,UniProtKB
22624035,UniProtKB
22629392,UniProtKB
22660477,UniProtKB
22664871,UniProtKB
22688517,UniProtKB
22718755,UniProtKB
22735700,UniProtKB
22745122,UniProtKB
22750213,UniProtKB
2275556,UniProtKB
22766194,UniProtKB
2277032,UniProtKB
22809326,UniProtKB
22826440,UniProtKB
22846996,UniProtKB
22848655,UniProtKB
22902367,UniProtKB
22908259,UniProtKB
22923583,UniProtKB
22932899,UniProtKB
22940367,UniProtKB
22942287,UniProtKB
22967898,UniProtKB
22988105,UniProtKB
23001782,UniCarbKB
23001782,UniCarbKB_glycan
23010571,UniProtKB
2302702,GlyTouCan_glycan
2302705,GlyTouCan_glycan
23027977,UniProtKB
2303428,GlyTouCan_glycan
23035744,UniProtKB
23039992,UniProtKB
23041369,UniProtKB
23050552,UniProtKB
23139753,UniProtKB
23142347,UniProtKB
23167757,UniProtKB
2318868,GlyTouCan_glycan
23209641,UniProtKB
23234360,UniCarbKB
23234360,UniProtKB
23236605,UniProtKB
23269669,UniProtKB
23285087,UniProtKB
23297416,UniProtKB
23302862,UniProtKB
23319596,UniProtKB
23345538,UniCarbKB
2335739,GlyTouCan_glycan
23376777,UniProtKB
2338555,GlyTouCan_glycan
23395175,UniProtKB
2342728,GlyTouCan_glycan
2350601,GlyTouCan_glycan
23520111,UniProtKB
23527852,UniProtKB
2355463,GlyTouCan_glycan
2355641,GlyTouCan_glycan
23602662,UniProtKB
2361960,UniProtKB
23648087,UniProtKB
23661698,UniProtKB
23679855,UniProtKB
23688339,UniProtKB
23742080,UniProtKB
23744091,UniProtKB
23747419,GlyTouCan_glycan
23756651,UniProtKB
23756652,UniProtKB
23776206,UniProtKB
23803857,UniProtKB
23829188,UniCarbKB_glycan
23846701,UniProtKB
23851396,UniProtKB
2386787,UniCarbKB
2386787,UniCarbKB_glycan
23878260,UniProtKB
23888046,UniProtKB
2390069,UniCarbKB
2390069,UniCarbKB_glycan
2393398,UniCarbKB
2393398,UniCarbKB_glycan
23934049,UniProtKB
23959878,UniProtKB
23980170,UniProtKB
23999306,UniProtKB
2400995,GlyTouCan_glycan
2401370,UniProtKB
2403553,UniCarbKB
2403553,UniCarbKB_glycan
24036510,UniProtKB
2404571,GlyTouCan_glycan
24047895,UniProtKB
24058541,UniProtKB
24076154,UniProtKB
24085305,UniProtKB
2408796,GlyTouCan_glycan
24090084,UniCarbKB
24090084,UniCarbKB_glycan
24090084,UniProtKB
2409487,GlyTouCan_glycan
24098488,UniProtKB
2410031,GlyTouCan_glycan
2410035,GlyTouCan_glycan
24121512,UniProtKB
24125761,UniProtKB
2413456,GlyTouCan_glycan
24141704,UniProtKB
2414279,GlyTouCan_glycan
2416034,GlyTouCan_glycan
24161696,UniProtKB
24162852,UniProtKB
2417620,GlyTouCan_glycan
2418872,GlyTouCan_glycan
2420639,GlyTouCan_glycan
2422108,GlyTouCan_glycan
2422274,GlyTouCan_glycan
24226769,UniProtKB
2424969,GlyTouCan_glycan
24256719,UniProtKB
2426269,GlyTouCan_glycan
2426270,GlyTouCan_glycan
24269691,UniProtKB
2428490,GlyTouCan_glycan
2429066,GlyTouCan_glycan
242969,GlyTouCan_glycan
2429933,GlyTouCan_glycan
2429934,GlyTouCan_glycan
24305054,UniProtKB
2430667,GlyTouCan_glycan
2432062,GlyTouCan_glycan
2433270,GlyTouCan_glycan
2433689,GlyTouCan_glycan
24338010,UniProtKB
24342833,UniProtKB
2434954,GlyTouCan_glycan
2435715,GlyTouCan_glycan
2435716,GlyTouCan_glycan
24365146,UniProtKB
2437126,GlyTouCan_glycan
24374484,UniProtKB
24393138,UniCarbKB
2445915,GlyTouCan_glycan
2446741,GlyTouCan_glycan
2447219,GlyTouCan_glycan
24474760,UniProtKB
2448311,GlyTouCan_glycan
2448435,GlyTouCan_glycan
2449128,GlyTouCan_glycan
2449247,GlyTouCan_glycan
2449968,GlyTouCan_glycan
2450645,GlyTouCan_glycan
2450649,GlyTouCan_glycan
24509848,UniProtKB
2454154,GlyTouCan_glycan
2454582,GlyTouCan_glycan
24548619,UniProtKB
2459311,GlyTouCan_glycan
2460087,GlyTouCan_glycan
24632570,UniProtKB
2465273,GlyTouCan_glycan
2466827,GlyTouCan_glycan
2467192,GlyTouCan_glycan
2468656,GlyTouCan_glycan
24692546,UniProtKB
2469783,GlyTouCan_glycan
24698316,UniCarbKB_glycan
24706782,UniCarbKB
24706782,UniCarbKB_glycan
2470757,GlyTouCan_glycan
2471598,GlyTouCan_glycan
2471655,GlyTouCan_glycan
2472579,GlyTouCan_glycan
2473071,GlyTouCan_glycan
24737316,UniProtKB
24751537,UniProtKB
24766575,UniCarbKB
2479468,GlyTouCan_glycan
24816101,UniProtKB
2481651,GlyTouCan_glycan
2482466,GlyTouCan_glycan
24841998,UniCarbKB
24876489,UniProtKB
24884609,UniProtKB
24909990,UniProtKB
2493268,UniProtKB
2498325,UniProtKB
24995978,UniProtKB
25053408,UniProtKB
25092234,UniProtKB
2509467,GlyTouCan_glycan
25103405,UniProtKB
2511201,UniProtKB
2513186,UniCarbKB
2513186,UniCarbKB_glycan
2513186,UniProtKB
2514791,UniCarbKB
2514791,UniCarbKB_glycan
25187573,UniProtKB
2521835,GlyTouCan_glycan
25261253,UniProtKB
2528451,UniProtKB
2537068,GlyTouCan_glycan
25385546,UniProtKB
25419660,UniProtKB
25456591,UniProtKB
25458834,UniProtKB
25500532,UniProtKB
2550193,UniCarbKB
2550193,UniCarbKB_glycan
2551493,GlyTouCan_glycan
25561468,UniProtKB
25568315,UniProtKB
25601083,UniProtKB
25617829,UniProtKB
2563403,GlyTouCan_glycan
25642819,UniProtKB
25686612,UniProtKB
2568858,GlyTouCan_glycan
25700513,UniProtKB
25727495,UniProtKB
25728924,UniProtKB
2573604,UniCarbKB
2573604,UniCarbKB_glycan
25751889,UniProtKB
25752612,UniProtKB
25759508,UniProtKB
25760607,UniProtKB
25765764,UniProtKB
2578310,GlyTouCan_glycan
2579379,UniProtKB
2579390,GlyTouCan_glycan
2580625,GlyTouCan_glycan
25826155,UniProtKB
2590169,UniProtKB
25903135,UniProtKB
25908590,UniProtKB
2592374,UniCarbKB
2592374,UniCarbKB_glycan
2592374,UniProtKB
2598771,UniProtKB
25989451,UniProtKB
26091039,UniProtKB
2609939,GlyTouCan_glycan
26117840,UniProtKB
26146185,UniProtKB
26190575,UniProtKB
26192331,UniProtKB
26192747,UniProtKB
26195816,UniProtKB
26207632,UniProtKB
26235030,UniProtKB
26280335,UniProtKB
26371182,UniProtKB
26416729,UniProtKB
2642896,UniProtKB
2645049,GlyTouCan_glycan
26467158,UniProtKB
26496195,UniProtKB
26510530,UniCarbKB
26510530,UniCarbKB_glycan
26536155,UniProtKB
2659167,GlyTouCan_glycan
26598643,UniCarbKB
2662714,GlyTouCan_glycan
2663606,GlyTouCan_glycan
2665633,GlyTouCan_glycan
2665636,GlyTouCan_glycan
26678539,UniProtKB
2668275,UniProtKB
26702061,UniProtKB
26783088,UniProtKB
26791533,UniCarbKB
26792860,UniProtKB
26811476,UniProtKB
26828122,UniProtKB
26846330,UniProtKB
26859261,UniProtKB
26859324,UniProtKB
26902720,UniProtKB
27049939,UniProtKB
27119146,UniProtKB
27152332,UniProtKB
2716059,GlyTouCan_glycan
27161523,UniProtKB
2721499,UniProtKB
27226593,UniProtKB
27238017,UniProtKB
27294781,UniProtKB
27313224,UniProtKB
27349982,UniProtKB
2736629,GlyTouCan_glycan
2737288,UniProtKB
27374339,UniProtKB
27391701,UniProtKB
27416963,UniProtKB
27418511,UniProtKB
27434672,UniProtKB
27435900,UniProtKB
27462106,UniProtKB
2747606,GlyTouCan_glycan
27516594,UniProtKB
27551080,UniProtKB
27599734,UniProtKB
27626375,UniProtKB
27687724,UniProtKB
27710942,UniProtKB
2775174,UniProtKB
2775232,UniProtKB
27768895,UniProtKB
27780639,UniProtKB
27922006,UniProtKB
2793860,UniCarbKB
2793860,UniCarbKB_glycan
2793860,UniProtKB
27991905,UniProtKB
27995897,UniProtKB
28011641,UniProtKB
28052263,UniProtKB
28089369,UniProtKB
28092368,UniProtKB
28117447,UniProtKB
2813359,UniCarbKB
2813359,UniCarbKB_glycan
28165004,UniProtKB
281705,GlyTouCan_glycan
2823004,GlyTouCan_glycan
28252640,UniProtKB
28277614,GlyTouCan_glycan
28292932,UniProtKB
28334865,UniProtKB
28377511,UniProtKB
2837767,GlyTouCan_glycan
2840097,GlyTouCan_glycan
28402104,UniProtKB
2842863,UniProtKB
2846160,GlyTouCan_glycan
28489325,UniProtKB
28514451,UniProtKB
28581485,UniProtKB
2860973,GlyTouCan_glycan
28661582,UniProtKB
28668641,UniProtKB
2870685,GlyTouCan_glycan
28753425,UniProtKB
28775322,UniProtKB
28784760,UniProtKB
28936784,UniProtKB
28973932,UniProtKB
29019981,UniProtKB
29061980,UniProtKB
2908845,GlyTouCan_glycan
2908846,GlyTouCan_glycan
29095159,UniProtKB
29106414,UniProtKB
29217581,UniProtKB
29224781,UniProtKB
29226084,UniProtKB
29251719,UniProtKB
29343645,UniProtKB
29345911,UniProtKB
29429898,UniProtKB
2943741,UniCarbKB
2943741,UniCarbKB_glycan
29465778,UniProtKB
29490423,UniProtKB
29567962,UniProtKB
29581294,UniProtKB
