pmid,source
2960671,GlyTouCan_glycan
2963625,UniProtKB
29666272,UniProtKB
29671580,UniCarbKB
2967328,GlyTouCan_glycan
29681470,UniProtKB
29692406,UniProtKB
2971663,UniCarbKB
2971663,UniCarbKB_glycan
29717535,UniProtKB
29741879,UniCarbKB
29757379,UniProtKB
2981150,GlyTouCan_glycan
2983222,UniProtKB
29899144,UniProtKB
2991887,UniProtKB
30004384,UniProtKB
3002616,GlyTouCan_glycan
3005335,GlyTouCan_glycan
30089812,UniProtKB
3008996,GlyTouCan_glycan
30127001,UniProtKB
30140003,UniProtKB
30190309,UniProtKB
3019521,GlyTouCan_glycan
30301806,UniProtKB
30312582,UniProtKB
3031684,GlyTouCan_glycan
30337524,UniProtKB
30356213,UniProtKB
3038148,UniProtKB
30392906,UniProtKB
30459171,UniCarbKB
30552791,UniProtKB
30559189,UniProtKB
3056714,UniProtKB
30598546,UniProtKB
30630874,UniProtKB
3064875,GlyTouCan_glycan
30659065,UniCarbKB
30729188,UniProtKB
3087411,GlyTouCan_glycan
3100030,GlyTouCan_glycan
3112156,GlyTouCan_glycan
3112159,GlyTouCan_glycan
3117790,GlyTouCan_glycan
3123586,UniProtKB
3134887,UniProtKB
3139301,GlyTouCan_glycan
3143700,GlyTouCan_glycan
3149518,GlyTouCan_glycan
3162916,GlyTouCan_glycan
3163150,UniProtKB
3163528,GlyTouCan_glycan
3164721,GlyTouCan_glycan
3166398,GlyTouCan_glycan
3167827,GlyTouCan_glycan
3167833,GlyTouCan_glycan
3167861,GlyTouCan_glycan
3169804,GlyTouCan_glycan
3170507,GlyTouCan_glycan
3179269,UniCarbKB
3179269,UniCarbKB_glycan
3181129,UniProtKB
3191509,UniCarbKB
3191509,UniCarbKB_glycan
3192544,GlyTouCan_glycan
3198637,UniProtKB
3200844,UniProtKB
3202829,UniProtKB
3217051,GlyTouCan_glycan
3235849,GlyTouCan_glycan
3258005,GlyTouCan_glycan
3264725,UniProtKB
3294333,GlyTouCan_glycan
3303832,GlyTouCan_glycan
3342257,UniCarbKB
3342257,UniCarbKB_glycan
3342889,UniProtKB
3345524,GlyTouCan_glycan
3345749,UniCarbKB
3345749,UniCarbKB_glycan
3345750,UniCarbKB
3345750,UniCarbKB_glycan
3353370,UniProtKB
3356193,UniProtKB
3364985,GlyTouCan_glycan
3390832,GlyTouCan_glycan
3396010,GlyTouCan_glycan
3402609,UniProtKB
3410849,UniProtKB
3417685,GlyTouCan_glycan
3422461,GlyTouCan_glycan
3422739,UniProtKB
3427055,UniProtKB
3458201,UniProtKB
3463996,UniProtKB
3469463,GlyTouCan_glycan
3476183,GlyTouCan_glycan
3479188,GlyTouCan_glycan
3484330,UniProtKB
3484680,GlyTouCan_glycan
3484703,UniProtKB
3497398,UniProtKB
3498891,GlyTouCan_glycan
3510728,GlyTouCan_glycan
3514610,GlyTouCan_glycan
3514617,UniCarbKB
3514617,UniCarbKB_glycan
3516392,GlyTouCan_glycan
3516890,GlyTouCan_glycan
3521732,UniProtKB
3524673,UniProtKB
3542030,UniProtKB
3542989,UniProtKB
3545444,GlyTouCan_glycan
3550808,UniProtKB
3553447,GlyTouCan_glycan
3555489,UniProtKB
3566745,GlyTouCan_glycan
3571205,UniCarbKB
3571205,UniCarbKB_glycan
3571235,UniProtKB
3571288,GlyTouCan_glycan
3571327,GlyTouCan_glycan
3592664,GlyTouCan_glycan
3611065,GlyTouCan_glycan
3614206,GlyTouCan_glycan
3651384,UniProtKB
3665914,UniCarbKB
3665914,UniCarbKB_glycan
3665919,UniCarbKB
3665919,UniCarbKB_glycan
3667566,GlyTouCan_glycan
3667593,UniCarbKB
3667593,UniCarbKB_glycan
3693371,UniProtKB
3699929,GlyTouCan_glycan
3731079,GlyTouCan_glycan
3731100,GlyTouCan_glycan
3731131,GlyTouCan_glycan
3733752,GlyTouCan_glycan
3754220,GlyTouCan_glycan
3756141,UniProtKB
3759977,UniProtKB
3791209,GlyTouCan_glycan
3796623,GlyTouCan_glycan
3801409,GlyTouCan_glycan
3805024,GlyTouCan_glycan
3805213,GlyTouCan_glycan
3815333,GlyTouCan_glycan
3817300,GlyTouCan_glycan
3839598,UniProtKB
3840370,UniProtKB
3840699,GlyTouCan_glycan
3877053,UniProtKB
3880667,GlyTouCan_glycan
3881423,UniProtKB
3886654,UniProtKB
3891385,GlyTouCan_glycan
3912042,GlyTouCan_glycan
3926023,GlyTouCan_glycan
3934016,UniProtKB
3935432,UniCarbKB
3935432,UniCarbKB_glycan
3940648,GlyTouCan_glycan
3944091,GlyTouCan_glycan
3949760,GlyTouCan_glycan
3949763,UniProtKB
3957932,GlyTouCan_glycan
3965141,GlyTouCan_glycan
3967649,UniCarbKB
3967649,UniCarbKB_glycan
3980466,UniProtKB
3997830,GlyTouCan_glycan
4016748,GlyTouCan_glycan
4029397,GlyTouCan_glycan
4033770,GlyTouCan_glycan
4041428,GlyTouCan_glycan
4054110,UniProtKB
4055789,GlyTouCan_glycan
4055801,UniProtKB
4077844,UniCarbKB
4077844,UniCarbKB_glycan
4091823,UniCarbKB
4091823,UniCarbKB_glycan
429966,GlyTouCan_glycan
4319110,UniProtKB
438154,GlyTouCan_glycan
4603214,UniProtKB
468798,UniCarbKB_glycan
4742735,UniProtKB
479197,GlyTouCan_glycan
4835136,UniProtKB
486087,UniProtKB
497244,GlyTouCan_glycan
5349381,GlyTouCan_glycan
5411206,UniProtKB
6083447,GlyTouCan_glycan
6094178,GlyTouCan_glycan
6113181,GlyTouCan_glycan
6117281,GlyTouCan_glycan
6118137,UniProtKB
6129058,GlyTouCan_glycan
6129244,GlyTouCan_glycan
6141938,GlyTouCan_glycan
6152898,GlyTouCan_glycan
6156167,GlyTouCan_glycan
6165896,GlyTouCan_glycan
6169654,GlyTouCan_glycan
6171497,UniProtKB
6172429,GlyTouCan_glycan
6175663,GlyTouCan_glycan
6177036,UniProtKB
6183004,GlyTouCan_glycan
6187397,GlyTouCan_glycan
6188690,GlyTouCan_glycan
6188700,GlyTouCan_glycan
6189529,GlyTouCan_glycan
6190518,GlyTouCan_glycan
6190803,UniCarbKB
6190803,UniCarbKB_glycan
6192330,GlyTouCan_glycan
6192908,UniCarbKB
6192908,UniCarbKB_glycan
6193515,GlyTouCan_glycan
6194156,GlyTouCan_glycan
6194157,GlyTouCan_glycan
6194834,GlyTouCan_glycan
6198005,GlyTouCan_glycan
6200484,GlyTouCan_glycan
6200583,GlyTouCan_glycan
6203895,GlyTouCan_glycan
6203908,UniProtKB
6206400,GlyTouCan_glycan
6207463,GlyTouCan_glycan
6207939,GlyTouCan_glycan
6209560,GlyTouCan_glycan
6234164,UniProtKB
6267033,UniProtKB
6270685,GlyTouCan_glycan
6296087,GlyTouCan_glycan
6296843,GlyTouCan_glycan
6306002,GlyTouCan_glycan
6309836,GlyTouCan_glycan
6320120,UniProtKB
6327299,UniCarbKB
6327299,UniCarbKB_glycan
6333684,UniProtKB
635569,UniProtKB
6355895,GlyTouCan_glycan
6370756,GlyTouCan_glycan
6371807,UniProtKB
6385004,GlyTouCan_glycan
6386148,GlyTouCan_glycan
6400487,GlyTouCan_glycan
6427223,UniProtKB
6469974,GlyTouCan_glycan
6478461,GlyTouCan_glycan
6498849,GlyTouCan_glycan
6501317,GlyTouCan_glycan
6510521,UniProtKB
6514226,GlyTouCan_glycan
6526384,UniProtKB
6546754,UniProtKB
6574504,UniProtKB
6576183,GlyTouCan_glycan
6583282,GlyTouCan_glycan
6585365,GlyTouCan_glycan
6587378,UniProtKB
6619101,GlyTouCan_glycan
6619126,UniCarbKB
6619126,UniCarbKB_glycan
6619128,UniProtKB
6653876,GlyTouCan_glycan
6667675,GlyTouCan_glycan
6684483,UniCarbKB
6684483,UniCarbKB_glycan
6693758,GlyTouCan_glycan
6706980,UniProtKB
6725284,UniCarbKB
6725284,UniCarbKB_glycan
6760897,GlyTouCan_glycan
6770273,GlyTouCan_glycan
6776528,UniProtKB
6785754,UniProtKB
6790607,GlyTouCan_glycan
6816276,UniProtKB
6827085,GlyTouCan_glycan
6830241,GlyTouCan_glycan
6833281,GlyTouCan_glycan
6833285,UniCarbKB
6833285,UniCarbKB_glycan
6853480,UniProtKB
6863318,GlyTouCan_glycan
6870892,GlyTouCan_glycan
687374,GlyTouCan_glycan
6926850,GlyTouCan_glycan
6966283,UniCarbKB
6966283,UniCarbKB_glycan
6983878,GlyTouCan_glycan
6987651,GlyTouCan_glycan
7004456,GlyTouCan_glycan
7008791,UniProtKB
7014218,UniProtKB
7042914,GlyTouCan_glycan
7044414,UniProtKB
7045228,GlyTouCan_glycan
7061953,GlyTouCan_glycan
7068558,UniCarbKB
7068558,UniCarbKB_glycan
7092891,UniProtKB
7096333,UniCarbKB
7096333,UniCarbKB_glycan
7106126,UniProtKB
7107587,UniCarbKB
7107587,UniCarbKB_glycan
7142214,GlyTouCan_glycan
7174794,GlyTouCan_glycan
7263706,UniProtKB
7287720,GlyTouCan_glycan
7287743,GlyTouCan_glycan
7306483,UniProtKB
7309709,UniCarbKB
7309709,UniCarbKB_glycan
7309759,GlyTouCan_glycan
7334007,GlyTouCan_glycan
7358733,UniProtKB
7430095,UniCarbKB
7430095,UniCarbKB_glycan
7451505,UniCarbKB
7451505,UniCarbKB_glycan
7460900,UniProtKB
7462199,GlyTouCan_glycan
7477400,UniProtKB
7477903,GlyTouCan_glycan
7485559,GlyTouCan_glycan
7487355,GlyTouCan_glycan
7496150,GlyTouCan_glycan
7497480,GlyTouCan_glycan
7503969,GlyTouCan_glycan
7503987,GlyTouCan_glycan
7505568,UniProtKB
7509713,GlyTouCan_glycan
7509790,GlyTouCan_glycan
7512431,GlyTouCan_glycan
7512967,UniProtKB
7514386,UniCarbKB
7514386,UniCarbKB_glycan
7516636,GlyTouCan_glycan
7518437,UniProtKB
7521211,GlyTouCan_glycan
7521878,GlyTouCan_glycan
7524900,UniProtKB
7525849,GlyTouCan_glycan
7525874,UniCarbKB
7525874,UniCarbKB_glycan
7526777,GlyTouCan_glycan
7528216,GlyTouCan_glycan
7531332,GlyTouCan_glycan
7531419,GlyTouCan_glycan
7531823,GlyTouCan_glycan
7532228,GlyTouCan_glycan
7533156,GlyTouCan_glycan
7536750,GlyTouCan_glycan
7537175,GlyTouCan_glycan
7538124,GlyTouCan_glycan
7538124,UniCarbKB_glycan
7538124,UniProtKB
7538131,GlyTouCan_glycan
7538976,GlyTouCan_glycan
7539400,GlyTouCan_glycan
7539963,GlyTouCan_glycan
7544402,GlyTouCan_glycan
7545084,GlyTouCan_glycan
7560094,GlyTouCan_glycan
7574484,GlyTouCan_glycan
7574684,UniProtKB
7590936,GlyTouCan_glycan
7592613,GlyTouCan_glycan
7592613,UniCarbKB
7592613,UniCarbKB_glycan
7592613,UniProtKB
7595524,GlyTouCan_glycan
7607222,UniProtKB
7613477,UniProtKB
7620335,UniCarbKB
7620335,UniCarbKB_glycan
7635154,UniCarbKB
7635154,UniCarbKB_glycan
7635155,UniCarbKB
7635155,UniCarbKB_glycan
7640454,GlyTouCan_glycan
7642555,GlyTouCan_glycan
7642555,UniCarbKB_glycan
7642555,UniProtKB
7646495,GlyTouCan_glycan
7650762,GlyTouCan_glycan
7654718,UniProtKB
7663166,UniProtKB
7678075,GlyTouCan_glycan
7678417,GlyTouCan_glycan
7678958,GlyTouCan_glycan
7679503,GlyTouCan_glycan
7679920,UniCarbKB
7679920,UniCarbKB_glycan
7681597,GlyTouCan_glycan
7681597,UniProtKB
7682553,UniProtKB
7682945,GlyTouCan_glycan
7683678,UniProtKB
7683697,GlyTouCan_glycan
7684905,GlyTouCan_glycan
7685064,GlyTouCan_glycan
7686446,UniCarbKB
7686446,UniCarbKB_glycan
7687590,GlyTouCan_glycan
7688323,UniProtKB
7692398,GlyTouCan_glycan
7693048,GlyTouCan_glycan
7694285,UniProtKB
7697593,GlyTouCan_glycan
7710562,GlyTouCan_glycan
7720892,GlyTouCan_glycan
7727388,UniProtKB
7734303,GlyTouCan_glycan
7734848,GlyTouCan_glycan
7744025,UniProtKB
7751324,GlyTouCan_glycan
77532821,GlyTouCan_glycan
7753821,GlyTouCan_glycan
7767313,GlyTouCan_glycan
7774715,UniCarbKB
7774715,UniCarbKB_glycan
7775461,GlyTouCan_glycan
7776966,UniProtKB
7780013,GlyTouCan_glycan
7780197,UniCarbKB
7780197,UniCarbKB_glycan
7780197,UniProtKB
7797428,GlyTouCan_glycan
7809154,GlyTouCan_glycan
7815941,GlyTouCan_glycan
7819038,GlyTouCan_glycan
7827091,UniProtKB
7827324,GlyTouCan_glycan
7827404,GlyTouCan_glycan
7827751,UniProtKB
7841792,UniCarbKB
7841792,UniCarbKB_glycan
7841802,GlyTouCan_glycan
7846011,GlyTouCan_glycan
7850810,GlyTouCan_glycan
7868255,GlyTouCan_glycan
78708,GlyTouCan_glycan
7876162,GlyTouCan_glycan
7887817,GlyTouCan_glycan
7896755,GlyTouCan_glycan
7901202,GlyTouCan_glycan
7918443,UniProtKB
7918467,UniProtKB
7925474,UniProtKB
7926020,GlyTouCan_glycan
7929098,UniProtKB
7944531,UniCarbKB
7944531,UniCarbKB_glycan
7947762,UniCarbKB_glycan
7947762,UniProtKB
7949653,GlyTouCan_glycan
7966627,GlyTouCan_glycan
7981088,GlyTouCan_glycan
7987817,GlyTouCan_glycan
7994575,UniProtKB
7999432,GlyTouCan_glycan
8026573,UniCarbKB
8026573,UniCarbKB_glycan
8027524,GlyTouCan_glycan
8033893,UniProtKB
8034632,UniCarbKB
8034632,UniCarbKB_glycan
8038519,GlyTouCan_glycan
8050816,GlyTouCan_glycan
8052408,GlyTouCan_glycan
8052660,GlyTouCan_glycan
8053566,UniCarbKB
8053566,UniCarbKB_glycan
8063760,GlyTouCan_glycan
8068684,UniProtKB
8068725,GlyTouCan_glycan
8069634,UniProtKB
8089145,UniProtKB
8093344,GlyTouCan_glycan
8095932,GlyTouCan_glycan
8113220,GlyTouCan_glycan
8130392,UniCarbKB
8130392,UniCarbKB_glycan
8133075,GlyTouCan_glycan
8142896,UniCarbKB
8142896,UniCarbKB_glycan
8158143,GlyTouCan_glycan
8161226,GlyTouCan_glycan
8161542,GlyTouCan_glycan
8163535,UniProtKB
8172892,UniProtKB
8174273,UniCarbKB
8174273,UniCarbKB_glycan
8181059,UniProtKB
8193552,UniCarbKB
8193552,UniCarbKB_glycan
8202534,UniCarbKB
8202534,UniCarbKB_glycan
8216207,UniProtKB
8221098,GlyTouCan_glycan
8223648,UniCarbKB
8223648,UniCarbKB_glycan
8232334,GlyTouCan_glycan
8239497,GlyTouCan_glycan
8243456,GlyTouCan_glycan
8243461,UniProtKB
8253783,GlyTouCan_glycan
8260233,GlyTouCan_glycan
8261467,GlyTouCan_glycan
8261628,UniProtKB
8262898,GlyTouCan_glycan
8286201,GlyTouCan_glycan
8286855,UniProtKB
8306209,GlyTouCan_glycan
8323280,UniCarbKB
8323280,UniCarbKB_glycan
8323299,UniCarbKB
8323299,UniCarbKB_glycan
8323299,UniProtKB
8326911,UniProtKB
8330904,GlyTouCan_glycan
8334986,UniProtKB
8336134,UniProtKB
8340252,GlyTouCan_glycan
8340255,GlyTouCan_glycan
8344278,UniCarbKB
8344278,UniCarbKB_glycan
8344280,UniCarbKB
8344280,UniCarbKB_glycan
8344946,GlyTouCan_glycan
8344946,UniCarbKB_glycan
8344946,UniProtKB
8349699,UniProtKB
8349731,GlyTouCan_glycan
8358150,UniCarbKB_glycan
8364861,GlyTouCan_glycan
8370596,GlyTouCan_glycan
8384526,UniCarbKB
8384526,UniCarbKB_glycan
8390218,UniCarbKB
8390218,UniCarbKB_glycan
8393577,UniProtKB
8404899,UniCarbKB
8404899,UniCarbKB_glycan
8407875,GlyTouCan_glycan
8407880,UniCarbKB
8407880,UniCarbKB_glycan
8407898,UniProtKB
8416736,GlyTouCan_glycan
8416919,UniCarbKB
8416919,UniCarbKB_glycan
8417827,GlyTouCan_glycan
8424790,GlyTouCan_glycan
8435067,UniProtKB
843521,GlyTouCan_glycan
8436110,UniCarbKB
8436110,UniCarbKB_glycan
8445257,GlyTouCan_glycan
8453646,GlyTouCan_glycan
8460945,UniCarbKB
8460945,UniCarbKB_glycan
8477709,UniCarbKB
8477709,UniCarbKB_glycan
8486553,GlyTouCan_glycan
8486673,UniCarbKB
8486673,UniCarbKB_glycan
8486686,GlyTouCan_glycan
8486697,GlyTouCan_glycan
8489250,UniProtKB
8490240,GlyTouCan_glycan
8490832,GlyTouCan_glycan
8507662,UniProtKB
8509380,GlyTouCan_glycan
8529226,GlyTouCan_glycan
8529230,GlyTouCan_glycan
8536251,GlyTouCan_glycan
8542587,GlyTouCan_glycan
8551046,GlyTouCan_glycan
8563144,GlyTouCan_glycan
8567640,UniProtKB
8573097,GlyTouCan_glycan
8575847,GlyTouCan_glycan
8576151,UniProtKB
8586620,GlyTouCan_glycan
8590544,GlyTouCan_glycan
8608270,GlyTouCan_glycan
8609376,GlyTouCan_glycan
8609406,GlyTouCan_glycan
8615697,UniProtKB
8616877,GlyTouCan_glycan
8617200,UniProtKB
8620877,GlyTouCan_glycan
8621218,GlyTouCan_glycan
8623771,GlyTouCan_glycan
8624728,GlyTouCan_glycan
8625037,GlyTouCan_glycan
8625173,GlyTouCan_glycan
8625220,GlyTouCan_glycan
8627329,UniCarbKB
8631363,UniCarbKB
8631363,UniCarbKB_glycan
8631363,UniProtKB
8632915,GlyTouCan_glycan
8636209,UniProtKB
8639509,GlyTouCan_glycan
8639509,UniProtKB
8639592,UniCarbKB
8639592,UniCarbKB_glycan
8639592,UniProtKB
8647865,GlyTouCan_glycan
8649124,GlyTouCan_glycan
8652593,GlyTouCan_glycan
8652594,GlyTouCan_glycan
8654583,GlyTouCan_glycan
8663259,GlyTouCan_glycan
8665956,UniProtKB
8667623,GlyTouCan_glycan
8670172,UniProtKB
8687384,UniCarbKB
8687384,UniCarbKB_glycan
8691608,GlyTouCan_glycan
8692007,GlyTouCan_glycan
8702538,UniProtKB
8702594,GlyTouCan_glycan
8702840,GlyTouCan_glycan
8707423,GlyTouCan_glycan
8731052,GlyTouCan_glycan
873923,UniProtKB
8752218,GlyTouCan_glycan
8757293,UniProtKB
8770642,GlyTouCan_glycan
8774742,GlyTouCan_glycan
8780713,GlyTouCan_glycan
8793500,GlyTouCan_glycan
8794950,GlyTouCan_glycan
8798457,GlyTouCan_glycan
8798480,GlyTouCan_glycan
8810905,UniCarbKB_glycan
8835180,GlyTouCan_glycan
8842706,GlyTouCan_glycan
8846222,UniProtKB
8883420,GlyTouCan_glycan
8885240,UniProtKB
8891271,GlyTouCan_glycan
8905297,GlyTouCan_glycan
8910321,UniProtKB
8912871,GlyTouCan_glycan
8926633,GlyTouCan_glycan
8939990,UniProtKB
8940148,GlyTouCan_glycan
8942641,UniProtKB
8942648,UniCarbKB
8942648,UniCarbKB_glycan
8942648,UniProtKB
8958810,GlyTouCan_glycan
8962717,UniProtKB
8967954,UniProtKB
8978086,GlyTouCan_glycan
8978667,UniProtKB
8981093,UniCarbKB
8981093,UniCarbKB_glycan
8982115,GlyTouCan_glycan
8985092,GlyTouCan_glycan
8999917,GlyTouCan_glycan
8999954,GlyTouCan_glycan
8999954,UniCarbKB_glycan
8999954,UniProtKB
9008848,GlyTouCan_glycan
9009338,GlyTouCan_glycan
9011378,GlyTouCan_glycan
9013598,UniProtKB
9015359,GlyTouCan_glycan
9023546,UniProtKB
9023982,GlyTouCan_glycan
9030779,UniProtKB
9038146,GlyTouCan_glycan
9048776,GlyTouCan_glycan
9052758,GlyTouCan_glycan
9054441,UniProtKB
9076517,GlyTouCan_glycan
9076522,UniCarbKB
9076522,UniCarbKB_glycan
9079710,GlyTouCan_glycan
9083013,GlyTouCan_glycan
9092834,GlyTouCan_glycan
9111324,GlyTouCan_glycan
9116006,GlyTouCan_glycan
9118998,UniCarbKB
9118998,UniCarbKB_glycan
9118998,UniProtKB
9136890,UniCarbKB
9136890,UniCarbKB_glycan
9153399,UniProtKB
9164959,GlyTouCan_glycan
9166429,GlyTouCan_glycan
9171318,GlyTouCan_glycan
9182286,GlyTouCan_glycan
9185702,GlyTouCan_glycan
9209886,GlyTouCan_glycan
9210489,GlyTouCan_glycan
9212232,GlyTouCan_glycan
9223167,GlyTouCan_glycan
9228738,GlyTouCan_glycan
9233787,UniProtKB
9245713,UniProtKB
9250810,GlyTouCan_glycan
9257857,GlyTouCan_glycan
9261148,GlyTouCan_glycan
9261149,GlyTouCan_glycan
9265423,UniProtKB
9295302,UniProtKB
9298690,GlyTouCan_glycan
9305871,GlyTouCan_glycan
9312075,GlyTouCan_glycan
9317004,GlyTouCan_glycan
9326300,UniProtKB
9334252,UniCarbKB_glycan
9334808,GlyTouCan_glycan
9334809,GlyTouCan_glycan
9336835,UniProtKB
9343410,GlyTouCan_glycan
9343410,UniProtKB
9346320,GlyTouCan_glycan
9359491,GlyTouCan_glycan
9376680,UniCarbKB
9376680,UniCarbKB_glycan
9385079,GlyTouCan_glycan
9395518,UniProtKB
9398638,GlyTouCan_glycan
9399674,GlyTouCan_glycan
9404700,GlyTouCan_glycan
9405696,UniProtKB
9406719,GlyTouCan_glycan
9414130,GlyTouCan_glycan
9425062,UniProtKB
9425112,UniProtKB
9428379,GlyTouCan_glycan
9449027,UniCarbKB
9449027,UniCarbKB_glycan
9450956,UniProtKB
9456330,GlyTouCan_glycan
9456440,GlyTouCan_glycan
9478973,GlyTouCan_glycan
9499386,GlyTouCan_glycan
9501082,UniProtKB
9501084,UniProtKB
9502801,GlyTouCan_glycan
9516847,GlyTouCan_glycan
9530955,UniCarbKB
9530955,UniCarbKB_glycan
9530960,GlyTouCan_glycan
9533409,GlyTouCan_glycan
9535843,UniProtKB
9539702,UniProtKB
9539703,UniProtKB
9545556,GlyTouCan_glycan
9556613,GlyTouCan_glycan
9565568,GlyTouCan_glycan
9572875,UniProtKB
9578468,UniProtKB
9583877,GlyTouCan_glycan
9590134,GlyTouCan_glycan
9593686,GlyTouCan_glycan
9597769,UniProtKB
9600862,GlyTouCan_glycan
9621110,GlyTouCan_glycan
9628725,UniProtKB
9654101,UniCarbKB
9654101,UniCarbKB_glycan
9659379,UniProtKB
9677337,UniCarbKB
9677337,UniCarbKB_glycan
9677337,UniProtKB
9689040,UniProtKB
9689340,GlyTouCan_glycan
9690478,UniProtKB
9697259,GlyTouCan_glycan
9703902,GlyTouCan_glycan
9705299,UniProtKB
9712788,GlyTouCan_glycan
9712885,GlyTouCan_glycan
9722584,UniProtKB
9726975,GlyTouCan_glycan
9748270,UniProtKB
9767440,GlyTouCan_glycan
9768758,UniProtKB
9786864,UniProtKB
9790295,GlyTouCan_glycan
9800516,GlyTouCan_glycan
9815586,GlyTouCan_glycan
9822688,UniProtKB
9832630,UniProtKB
9845419,GlyTouCan_glycan
9852066,UniCarbKB
9852066,UniCarbKB_glycan
9852066,UniProtKB
9857012,UniProtKB
9857245,GlyTouCan_glycan
9873046,GlyTouCan_glycan
9873990,GlyTouCan_glycan
9874495,GlyTouCan_glycan
9875849,UniProtKB
9883900,UniProtKB
9884403,UniCarbKB
9884403,UniCarbKB_glycan
9887355,GlyTouCan_glycan
9917327,GlyTouCan_glycan
9990070,GlyTouCan_glycan
testing,new,values
